Title,Key,Genre,Tags,Languages,Series or Movie,Hidden Gem Score,View Rating,IMDb Score,Rotten Tomatoes Score,Metacritic Score,Release Date
2 Guns,76,"Action, Crime, Thriller","Crime Films,Action Thrillers,Action Comedies,Comedies,Crime Comedies,Action & Adventure,Crime Action & Adventure,Heist Movies,Heist Action & Adventure,US Movies,Crime Action,Action Movies","English, Spanish",Movie,3.1,R,6.7,65.0,55.0,2013-08-02
2 дня,78,"Action, Sci-Fi","Romantic Dramas,Romantic Comedies,Dramas,Comedies,Independent Movies,Romantic Movies,Romantic Independent Movies,Russian Movies","English, Spanish",Movie,4.2,R,8.5,93.0,75.0,1991-07-03
20 Feet from Stardom,80,"Documentary, Biography, History, Music","Music & Concert Documentaries,Music,Pop,Biographical Documentaries,Rockumentaries,Rock & Pop,Documentaries,Music & Musicals,Documentaries","English, Spanish",Movie,4.3,PG-13,7.4,99.0,83.0,2013-07-26
2001: A Space Odyssey,84,"Adventure, Sci-Fi","Dramas,Dramas based on a book,International Action & Adventure,Award-winning Movies,International Dramas,Sci-Fi & Fantasy,Sci-Fi Adventure,International Movies,Action & Adventure,Adventures,International Sci-Fi & Fantasy,Alien Sci-Fi,Sci-Fi Dramas,Films Based on Books,British Films,Classic Dramas,Classic Films,Cyberpunk,Futuristic Sci-Fi","English, Russian",Movie,4.3,G,8.3,92.0,84.0,1968-05-12
20th Century Women,85,"Comedy, Drama","Independent Films,Dramas",English,Movie,4.1,R,7.3,88.0,83.0,2017-01-20
21 and Over,86,Comedy,"Comedies,US Movies","English, Spanish",Movie,2.0,R,5.8,27.0,34.0,2013-03-01
21 Bridges,87,"Action, Crime, Thriller","Action & Adventure,Dramas,Crime Movies,Crime Dramas,Crime Action & Adventure",English,Movie,2.8,R,6.6,53.0,51.0,2019-11-22
21 Jump Street,88,"Action, Comedy, Crime","Crime Films,Spoofs & Satires,Action Comedies,Blockbuster Movies,Comedies,Crime Comedies,Action & Adventure,Crime Action & Adventure,Late Night Comedies",English,Movie,3.8,R,7.2,84.0,69.0,2012-03-16
22 Jump Street,90,"Action, Comedy, Crime","Crime Films,Action Comedies,Comedies,Crime Comedies,Action & Adventure,Crime Action & Adventure,Late Night Comedies",English,Movie,3.8,R,7.0,84.0,71.0,2014-06-13
22 минуты,91,"Action, Comedy, Crime","Action & Adventure,Military Action & Adventure,Russian Movies,Action Thrillers",English,Movie,3.8,R,7.0,84.0,71.0,2014-06-13
24 Hours to Live,92,"Action, Sci-Fi, Thriller","Action Thrillers,Crime Action & Adventure,Action & Adventure","English, Chinese",Movie,2.5,R,5.8,52.0,37.0,2018-01-26
27 Dresses,94,"Comedy, Romance","Romantic Comedies,Comedies,Romantic Films,Romantic Favorites,Comedy Blockbusters,US Movies",English,Movie,2.5,PG-13,6.1,41.0,47.0,2008-01-18
28 Days,95,"Comedy, Drama","Comedies,Dramas,Social Issue Dramas,US Movies,International Dramas,International Movies,International Comedies",English,Movie,2.3,PG-13,6.1,33.0,46.0,2000-04-14
28 Days Later,96,"Drama, Horror, Sci-Fi, Thriller","Horror Films,International Movies,British Films,Sci-Fi & Fantasy,Gory Horror Films","English, Spanish",Movie,3.9,R,7.6,87.0,73.0,2003-06-27
28 Weeks Later,97,"Action, Horror, Sci-Fi","Horror Films,Sci-Fi & Fantasy,Action Sci-Fi & Fantasy,International Movies,British Films,Gory Horror Films,Action & Adventure",English,Movie,3.6,R,7.0,71.0,78.0,2007-05-11
3 coeurs,99,"Drama, Romance","Dramas,Romantic Dramas,International Movies,French Films,International Dramas,Romantic Films","French, Chinese",Movie,7.1,PG-13,5.9,80.0,56.0,2014-09-17
3 Days to Kill,101,"Action, Drama, Thriller","Action Thrillers,Action & Adventure,Crime Action & Adventure,Crime Films,Spy Action & Adventure,Action Movies,Crime Action","English, French, German, Serbian",Movie,2.2,PG-13,6.2,28.0,40.0,2014-02-21
3:10 to Yuma,105,"Action, Crime, Drama, Western","Westerns,Action Thrillers,Action & Adventure,Films Based on Books","English, Chinese",Movie,4.0,R,7.7,89.0,76.0,2007-09-07
30 Days of Night,106,"Action, Horror, Thriller","Horror Films,Supernatural Horror Films,Vampire Horror Films,US Movies,Gory Horror Films,Chilling Horror Films",English,Movie,2.8,R,6.6,51.0,53.0,2007-10-19
30 Minutes or Less,107,"Action, Comedy, Crime","Action Comedies,Comedies,Late Night Comedies,Action & Adventure,Crime Action & Adventure,Dark Comedies,Crime Comedies,Crime Movies,Laugh-Out-Loud Comedies,Heist Films","English, German, Spanish",Movie,2.6,R,6.1,45.0,49.0,2011-08-12
300: Rise of an Empire,108,"Action, Drama","Military Action & Adventure,Action & Adventure,Adventures,Movies Based on Real Life,US Movies,Blockbuster Action & Adventure,Action",English,Movie,2.6,R,6.2,45.0,48.0,2014-03-07
"4 Months, 3 Weeks and 2 Days",115,Drama,"Independent Dramas,Dramas,International Movies,Independent Films,Social Issue Dramas,Romanian Movies",Romanian,Movie,4.5,Not Rated,7.9,96.0,97.0,2007-09-14
40 Days and 40 Nights,118,"Comedy, Romance","Romantic Comedies,Comedies,Romantic Films,Late Night Comedies,Spoofs & Satires,US Movies",English,Movie,2.5,R,5.6,39.0,53.0,2002-03-01
47 Meters Down: Uncaged,121,"Adventure, Drama, Horror, Thriller","Teen Screams,British Thrillers,Thrillers,Creature Features,Deep Sea Horror Films,British Films,Horror Films,British Horror Films","English, Spanish",Movie,2.3,PG-13,5.0,45.0,43.0,2019-08-16
5 Flights Up,125,"Comedy, Drama","Dramas,Dramas based on a book,Independent Films,Comedies,Films Based on Books,Social Issue Dramas",English,Movie,2.9,PG-13,6.2,46.0,55.0,2015-05-08
50 First Dates,127,"Comedy, Drama, Romance","Romantic Favourites,Romantic Comedies,Comedies,Romantic Films","English, Hawaiian, Mandarin",Movie,2.7,PG-13,6.8,45.0,48.0,2004-02-13
50/50,128,"Comedy, Drama, Romance","Independent Dramas,Dramas,Independent Films,Independent Comedies,Comedies,Tearjerkers,US Movies",English,Movie,4.0,R,7.6,93.0,72.0,2011-09-30
6 Balloons,130,Drama,"Independent Movies,Independent Dramas,Dramas",English,Movie,6.7,TV-MA,5.9,86.0,66.0,2018-04-06
6 Days,131,"Action, Drama, History, Thriller","Dramas,Action & Adventure,20th Century Period Pieces,British Films,Dramas based on real life,International Films,Action Thrillers,Police Action & Adventure,Police Movies,Police Dramas,Films Based on Real Life,British Action & Adventure,British Dramas,Action Movies","English, Arabic, Persian",Movie,2.7,R,6.2,63.0,36.0,2017-08-18
6 Souls,132,"Horror, Mystery, Thriller","Horror Films,Thrillers,Supernatural Horror Films,Mysteries,Supernatural Thrillers",English,Movie,1.6,R,6.1,4.0,28.0,2013-03-01
6 Underground,133,"Action, Thriller","Dramas,Action & Adventure,Action Thrillers,Blockbuster Action & Adventure","English, Turkmen, Cantonese, Italian, Spanish, Ukrainian, French",Movie,2.3,R,6.1,37.0,41.0,2019-12-13
6 Years,134,"Drama, Romance","Independent Dramas,Romantic Dramas,Dramas,Independent Films,Romantic Independent Films,Romantic Films,Steamy Romantic Films",English,Movie,3.0,Not Rated,5.6,69.0,53.0,2015-08-18
68 Kill,139,"Comedy, Crime, Romance, Thriller","Thrillers,Independent Thrillers,Independent Films,Independent Comedies,Dark Comedies,Comedies,Crime Thrillers,Films Based on Books",English,Movie,5.6,R,6.0,70.0,56.0,2017-08-04
7 Days in Entebbe,141,"Action, Drama, History, Thriller","Movies based on real life,Thrillers,Dramas,Political Dramas,Political Thrillers","English, German, French, Hebrew, Arabic",Movie,2.2,PG-13,5.8,24.0,49.0,2018-03-16
8 Mile,149,"Drama, Music","Dramas,Biographical Dramas,Rap & Hip-Hop,Social Issue Dramas,Critically Acclaimed Films,Critically Acclaimed Dramas",English,Movie,3.7,R,7.1,75.0,77.0,2002-11-08
8 Women,150,"Comedy, Crime, Musical, Romance","Comedies,International Movies,French Films,Musicals,Music & Musicals,French Comedies","French, English",Movie,3.6,R,7.1,79.0,64.0,2002-10-04
8 первых свиданий,151,"Mystery, Sci-Fi, Thriller","Romantic Comedies,Comedies,Romantic Movies,Russian Movies",English,Movie,3.7,PG-13,7.0,81.0,72.0,2011-06-10
8MM,153,"Crime, Drama, Mystery, Thriller","Crime Films,Thrillers,Crime Thrillers,Mysteries",English,Movie,1.8,R,6.5,22.0,19.0,1999-02-26
A Bad Moms Christmas,157,Comedy,"International Comedies,Comedies,International Films,Late Night Comedies","English, Japanese",Movie,2.2,R,5.6,32.0,42.0,2017-11-01
A Beautiful Mind,160,"Biography, Drama","Dramas,Award-winning Movies,International Dramas,Academy Award-Winning Films,Biographical Dramas,International Movies,Dramas based on real life,Movies Based on Real Life,Movies Based on Books,US Movies,Award-winning Dramas,Tearjerkers",English,Movie,3.8,PG-13,8.2,74.0,72.0,2002-01-04
A Better Tomorrow,161,"Action, Crime, Drama, Thriller","Critically-acclaimed Movies,Asian Action Movies,Hong Kong Movies,Asian Movies,Gangster Action & Adventure,International Movies,Action Thrillers,International Action & Adventure,Martial Arts Movies,Action & Adventure,Chinese Movies,Crime Action & Adventure,Crime Films,Classic Films,Gangster Films,Classic Action & Adventure","Cantonese, Mandarin, English",Movie,4.1,Not Rated,7.5,93.0,78.0,1986-08-02
A Bridge Too Far,169,"Drama, History, War","Dramas based on contemporary literature,Dramas based on Books,Military Action & Adventure,Military Dramas,Dramas,Dramas based on real life,Action & Adventure,20th Century Period Pieces,Movies Based on Real Life,Movies Based on Books,Classic Dramas,Classic Movies,Classic Action & Adventure,Classic War Movies","English, German, Dutch, Polish, Latin",Movie,3.4,PG,7.4,64.0,63.0,1977-06-15
A Brighter Summer Day,170,"Crime, Drama, Romance","Dramas,Taiwanese Movies,Political Dramas,Movies Based on Real Life","Mandarin, Min Nan, Shanghainese, English",Movie,5.6,Not Rated,8.4,100.0,90.0,2011-11-25
A Case of You,172,"Comedy, Romance","Independent Films,Romantic Independent Films,Romantic Comedies,Independent Comedies,Comedies,Quirky Romance,Romantic Films",English,Movie,2.3,R,5.6,47.0,38.0,2014-02-13
A Cinderella Story,179,"Comedy, Family, Romance","Family Comedies,Children & Family Films,Films for ages 8 to 10,Comedies","English, German, Czech",Movie,1.6,PG,5.9,12.0,25.0,2004-07-16
A Clockwork Orange,181,"Crime, Drama, Sci-Fi","Award-winning Movies,Sci-Fi & Fantasy,International Movies,British Films,Sci-Fi,Sci-Fi Dramas,Dramas,Crime Films,Crime Dramas,Films Based on Books,Classic Dramas,Classic Films,Futuristic Sci-Fi,Cult Sci-Fi & Fantasy,Cult Sci-Fi & Fantasy,Classic Sci-Fi & Fantasy,Classic Sci-Fi & Fantasy",English,Movie,4.1,R,8.3,86.0,77.0,1972-02-02
A Cure for Wellness,184,"Drama, Fantasy, Horror, Mystery, Sci-Fi, Thriller","Psychological Thrillers,Thrillers,US Movies","English, German",Movie,2.6,R,6.4,43.0,47.0,2017-02-17
A Dogs Journey,187,"Drama, Comedy","Children & Family Movies,Dramas,Comedies,Movies Based on Books,Family Comedies",Swedish,Movie,4.3,Unrated,7.5,100.0,82.0,1987-05-01
A Dogs Purpose,188,"Adventure, Comedy, Drama, Family, Fantasy","Dramas,Family Comedies,Family Dramas,Dramas based on a book,Comedies,Family Features,Children & Family Films,Movies Based on Books",English,Movie,2.5,PG,7.2,35.0,43.0,2017-01-27
A Dogs Way Home,189,"Adventure, Drama, Family","Movies Based on Books,Children & Family Movies,Family Dramas,Adventures,Family Adventures,Dramas,US Movies,Action & Adventure,Movies Based on Real Life,Family Features",English,Movie,2.9,PG,6.7,59.0,50.0,2019-01-11
A Family Man,192,Drama,Dramas,English,Movie,1.7,R,6.5,13.0,21.0,2017-07-28
A Fistful of Dollars,194,"Action, Drama, Western","Westerns,Italian Movies,Action Movies","Italian, Spanish",Movie,4.1,R,8.0,98.0,65.0,1967-01-18
A Futile and Stupid Gesture,197,"Biography, Comedy","Comedies,Films Based on Real Life",English,Movie,3.2,TV-MA,6.8,67.0,55.0,2018-01-26
A Gentle Creature,199,"Drama, Mystery","Dramas,French Movies,International Movies","Russian, French",Movie,7.6,Not Rated,6.6,76.0,78.0,2017-08-16
A Ghost Story,200,"Drama, Fantasy, Romance","Dramas,Independent Dramas,Independent Films","English, Spanish",Movie,4.1,R,6.9,91.0,84.0,2017-07-27
A Girls Tears,203,"Comedy, Drama, Family, Romance","Crime Dramas,Crime Movies,Movies Based on Books,Dramas",English,Movie,2.2,PG,5.8,35.0,41.0,2003-04-04
A Good Day to Die Hard,204,"Action, Thriller","Action Thrillers,Crime Action & Adventure,Action & Adventure,Spy Action & Adventure,Crime Films,US Movies,Crime Action,Action Movies","English, Russian, Hindi, Punjabi",Movie,1.6,R,5.3,14.0,28.0,2013-02-14
A Good Year,206,"Comedy, Drama, Romance","Dramas,Dramas based on a book,Romantic Dramas,Romantic Films,Dramas based on contemporary literature,Movies Based on Books,Romantic Favorites","English, French, Russian",Movie,2.4,PG-13,7.0,25.0,47.0,2006-11-10
A Guy & A Girl,208,"Comedy, Romance","Middle-Eastern Films,Romantic Films,Egyptian Movies",English,Movie,2.5,PG-13,6.4,42.0,45.0,2003-02-07
A Hard Day,209,"Action, Crime, Thriller","International Thrillers,Thrillers,International Movies,Crime Thrillers,Korean Movies,Police Movies,Police Thrillers,Crime Movies",Korean,Movie,3.9,Not Rated,7.2,83.0,76.0,2014-05-29
A Haunted House,210,"Comedy, Fantasy, Horror","Spoofs & Satires,Comedies,Late Night Comedies,Horror Movies,Horror Comedies,Laugh-Out-Loud Comedies,Supernatural Horror Movies","English, Spanish",Movie,1.3,R,5.0,9.0,20.0,2013-01-11
A Haunted House 2,211,"Comedy, Fantasy","Horror Films,Spoofs & Satires,Supernatural Horror Films,Comedies,Horror Comedy,Late Night Comedies",English,Movie,1.2,R,4.7,8.0,17.0,2014-04-18
A History of Violence,213,"Drama, Thriller","Crime Films,Thrillers,Crime Thrillers",English,Movie,4.0,R,7.4,87.0,81.0,2005-09-30
A Hologram for the King,215,"Comedy, Drama, Romance","Dramas based on contemporary literature,Comedies,British Dramas,Dramas based on a book,Dramas,British Films,British Films,British Comedies,Films Based on Books,US Movies","English, Arabic",Movie,3.1,R,6.1,70.0,58.0,2016-04-28
A Kid Like Jake,218,Drama,"Dramas,Social Issue Dramas,Independent Movies,Independent Dramas",English,Movie,6.1,R,5.4,49.0,58.0,2018-06-01
A Knights Tale,221,"Action, Adventure, Romance","Action & Adventure,Adventures,Romantic Films,Romantic Comedies,Comedies,Action Comedies,Romantic Favorites","English, French, Latin",Movie,3.1,PG-13,6.9,59.0,56.0,2001-05-11
A Letter to Momo,224,"Animation, Adventure, Comedy, Drama, Family, Fantasy","Movies for ages 8 to 10,Anime,Fantasy Anime,Anime Features,International Movies,Children & Family Movies,Family Features,Family Sci-Fi & Fantasy,Sci-Fi & Fantasy,Drama Anime,Japanese Movies,Sci-Fi & Fantasy Anime",Japanese,Movie,5.2,Not Rated,7.3,81.0,65.0,2012-04-21
A Little Chaos,227,"Drama, Romance","British Dramas,Dramas,British Movies,Romantic Dramas,Independent Movies,Romantic Movies,Period Pieces,Romantic Independent Films",English,Movie,2.7,R,6.5,48.0,51.0,2015-06-26
A Little Princess,228,"Drama, Family, Fantasy","Dramas,Dramas based on a book,Dramas based on classic literature,20th Century Period Pieces,Family Features,Children & Family Films,Films for ages 8 to 10,Films based on childrens books,Critically-acclaimed Dramas,Films for ages 11 to 12,Critically-acclaimed Films,Family Dramas,Movies Based on Books,US Movies","English, French",Movie,4.3,G,7.7,97.0,83.0,1995-05-19
A Long Way Down,230,"Comedy, Drama","Independent Dramas,Dramas,Independent Films,Dark Comedies,Independent Comedies,Dramas based on a book,British Films,Comedies,Dramas based on contemporary literature",English,Movie,2.0,R,6.4,22.0,34.0,2014-06-05
A Lot Like Love,231,"Comedy, Drama, Romance","Dramas,Romantic Dramas,Romantic Comedies,Comedies,Romantic Films,Romantic Favorites","English, American Sign Language",Movie,2.6,PG-13,6.6,41.0,48.0,2005-04-22
A Man Apart,238,"Action, Crime, Drama, Thriller","Dramas,Action Thrillers,Police Action & Adventure,Action & Adventure,Police Dramas,Police Movies,Crime Action & Adventure,Crime Dramas,Crime Movies,Gangster Movies,US Movies","English, Spanish",Movie,1.8,R,6.1,11.0,36.0,2003-04-04
A Man Called Ove,239,"Comedy, Drama, Romance","International Comedies,International Movies,Comedies,Dark Comedies,Dramas based on a book,Scandinavian Films,Dramas,International Dramas","Swedish, Persian",Movie,4.0,PG-13,7.7,91.0,70.0,2016-09-30
A Man for All Seasons,240,"Biography, Drama, History","Dramas,Academy Award-Winning Films,Award-winning Movies,Dramas based on real life,Dramas based on a book,Golden Globe Award-winning Films,Political Dramas,Dramas based on classic literature,Movies Based on Real Life,British Movies,Period Pieces,Historical Dramas","English, Latin, Spanish, French",Movie,3.9,G,7.7,83.0,72.0,1966-12-16
A Man in the Dark,241,"Crime, Horror, Thriller","Horror Films,Thrillers,Teen Screams,US Movies",English,Movie,3.8,R,7.1,88.0,71.0,2016-08-26
A Midsummer Nights Sex Comedy,243,Comedy,"Romantic Movies,Romantic Comedies,Comedies,Satires","English, German",Movie,3.2,PG,6.6,77.0,51.0,1982-07-16
A Million Ways to Die in the West,244,"Comedy, Western","Comedies,Satires,Dark Comedies,Late Night Comedies,Westerns,US Movies","English, Navajo, Mandarin",Movie,2.3,R,6.1,33.0,44.0,2014-05-30
A Monster Calls,248,"Adventure, Drama, Family, Fantasy","Dramas,Films based on childrens books,Sci-Fi & Fantasy,Fantasy,Dramas based on a book,Movies Based on Books",English,Movie,4.0,PG-13,7.5,86.0,76.0,2017-01-06
A Most Wanted Man,250,"Crime, Drama, Thriller","Dramas,Thrillers,Spy Thrillers,Dramas based on a book,Mysteries,Movies Based on Books","English, Turkish, Arabic",Movie,3.8,R,6.8,86.0,73.0,2014-08-01
A Murder in the Park,251,"Documentary, Crime, History","Social & Cultural Documentaries,Crime Documentaries,Documentaries,True Crime Documentaries,Documentary Films,Crime Movies",English,Movie,8.1,PG-13,7.3,76.0,70.0,2015-06-26
A Night at the Roxbury,252,"Comedy, Music, Romance","Cult Comedies,Comedies,Late Night Comedies,Cult Films,US Movies",English,Movie,1.6,PG-13,6.3,9.0,26.0,1998-10-02
A Nightmare on Elm Street,253,"Crime, Drama, Horror, Mystery","Slasher and Serial Killer Films,Horror Films,Supernatural Horror Films,Teen Screams,Gory Horror Movies",English,Movie,1.7,R,5.2,15.0,35.0,2010-04-30
A Perfect Day,255,"Comedy, Drama, War","Italian Dramas,Dramas,Italian Thrillers,Italian Movies,Thriller Movies,Movies Based on Books","English, Serbian, Spanish, French, Bosnian",Movie,3.3,R,6.8,72.0,60.0,2016-01-15
A Perfect Murder,257,"Crime, Drama, Thriller","Thrillers,Crime Thrillers,Crime Films","English, Arabic",Movie,2.9,R,6.5,57.0,50.0,1998-06-05
A Prayer Before Dawn,260,"Action, Biography, Crime, Drama, Sport","Biographical Dramas,Dramas based on Real Life,Sports Movies,Dramas based on Books,French Movies,Action & Adventure,International Movies,Dramas,Sports Dramas,Movies Based on Real Life,Movies Based on Books","English, Thai",Movie,4.0,R,6.9,92.0,76.0,2018-08-10
A Private War,261,"Biography, Drama, War","Military Dramas,Movies Based on Real Life,Biographical Movies,Dramas,Independent Movies,Social Issue Dramas",English,Movie,3.8,R,6.7,88.0,75.0,2018-11-16
A Quiet Place,263,"Drama, Horror, Sci-Fi","Horror Movies,Thrillers,Critically-acclaimed Movies","American Sign Language, English",Movie,4.2,PG-13,7.5,96.0,82.0,2018-04-06
A Rainy Day in New York,264,"Comedy, Romance","Romantic Comedies,Comedies,Romantic Movies,Romantic Favorites",English,Movie,2.5,PG-13,6.5,47.0,38.0,2020-11-10
A River Runs Through It,266,Drama,"Dramas,Dramas based on a book,20th Century Period Pieces,Tearjerkers,Dramas based on real life,Sports Films,Sports Dramas",English,Movie,3.7,PG,7.2,80.0,68.0,1992-10-30
A Room with a View,267,"Drama, Romance","Dramas,20th Century Period Pieces,Romantic Dramas,Dramas based on a book,Dramas based on classic literature,British Films,Romantic Films","English, Italian",Movie,4.3,Not Rated,7.3,100.0,83.0,1986-04-11
A Royal Affair,268,"Biography, Drama, History, Romance","Dramas,Romantic Dramas,Scandinavian Films,International Dramas,International Movies,Romantic Favourites,Political Dramas,Period Pieces,Dramas based on a book,Dramas based on real life,Romantic Films,Films Based on Real Life,Films Based on Books,Danish Films","Danish, English, German, French",Movie,4.0,R,7.5,90.0,73.0,2012-03-29
A Shaun the Sheep Movie: Farmageddon,272,"Animation, Adventure, Comedy, Family, Fantasy, Sci-Fi","Comedies,Family Comedies,Animal Tales,Children & Family Movies,British Movies,Family Features",English,Movie,4.5,G,6.9,96.0,79.0,2020-02-14
A Simple Favor,274,"Comedy, Crime, Mystery, Thriller","Dramas,Steamy Thrillers,Movies based on Books,Mysteries,Crime Comedies,Crime Thrillers,Psychological Thrillers,Crime Dramas,Comedies,Dark Comedies,Crime Movies,Thrillers,US Movies,Critically Acclaimed Films,Critically Acclaimed Dramas,Critically Acclaimed Comedies",English,Movie,3.6,R,6.8,84.0,67.0,2018-09-14
A Single Man,275,"Drama, Romance","Independent Dramas,Dramas,Independent Films,Award-winning Movies,BAFTA Award-Winning Films,Dramas based on a book,LGBTQ Movies,Movies Based on Books,US Movies,LGBTQ Dramas","English, Spanish",Movie,4.0,R,7.6,86.0,77.0,2010-02-05
A Star Is Born,279,"Drama, Music, Romance","Dramas,Romantic Movies,Tearjerkers,Romantic Dramas,Rock & Pop Concerts,Music & Musicals,Award-winning Dramas,Romantic Favorites,US Movies",English,Movie,4.2,R,7.6,90.0,88.0,2018-10-05
A Star Is Born,280,"Drama, Music, Romance","Showbiz Dramas,Golden Globe Award-winning Films,Romantic Films,Dramas,Romantic Dramas,Romantic Favourites,Musicals,Music & Musicals,Classic Dramas,Classic Movies",English,Movie,2.6,R,6.2,36.0,59.0,1976-12-17
A Street Cat Named Bob,282,"Biography, Drama, Family","Dramas based on a book,Biographical Dramas,British Films,Dramas,Comedies,Dramas based on real life,Movies Based on Real Life,Movies Based on Books",English,Movie,3.4,Not Rated,7.4,77.0,54.0,2016-11-18
A Tale of Love and Darkness,287,"Biography, Drama, History, Mystery, Romance, War","Biographical Dramas,Dramas,Dramas based on contemporary literature,Dramas based on real life,20th Century Period Pieces,Middle-Eastern Films,International Dramas,Dramas based on a book,International Movies,Movies Based on Real Life,Israeli Movies,Movies Based on Books","Hebrew, English, Arabic, Russian",Movie,6.3,PG-13,6.0,71.0,55.0,2016-08-19
A Taxi Driver,289,"Action, Drama, History","Political Dramas,Dramas,Korean Movies","Korean, German, English, Japanese",Movie,4.1,Not Rated,7.9,96.0,69.0,2017-08-11
A Thousand Words,291,"Comedy, Drama",Comedies,English,Movie,1.4,PG-13,5.9,0.0,26.0,2012-03-09
A United Kingdom,295,"Biography, Drama, History, Romance","Dramas,Dramas based on real life,Romantic Films,Romantic Dramas,20th Century Period Pieces,British Films,Dramas based on a book,Social Issue Dramas,Films Based on Real Life,Films Based on Books,British Dramas,Romantic British Films","Tswana, English",Movie,3.6,PG-13,6.9,84.0,65.0,2017-02-10
A Very Harold and Kumar Christmas,297,"Adventure, Comedy","Comedies,Dark Comedies","English, Spanish",Movie,3.2,R,6.3,68.0,61.0,2011-11-04
A Vigilante,301,"Crime, Drama, Mystery, Thriller","Independent Movies,Thrillers,Crime Movies,Dramas,Crime Thrillers,Crime Dramas",English,Movie,5.1,R,5.7,90.0,68.0,2019-03-29
A Walk Among the Tombstones,303,"Action, Crime, Drama, Mystery, Thriller","Thrillers,Crime Thrillers,Mysteries,Crime Films,Films Based on Books","English, Spanish, Urdu, Russian",Movie,3.1,R,6.5,67.0,57.0,2014-09-19
A Walk in the Woods,304,"Adventure, Biography, Comedy, Drama","Adventures,Comedies,Action & Adventure,Dramas based on Books,Dramas,Films Based on Books",English,Movie,2.7,R,6.4,47.0,51.0,2015-09-02
A Walk to Remember,305,"Drama, Romance","Dramas,Romantic Dramas,Dramas based on a book,Teen Dramas,Tearjerkers,Romantic Films,Teen Movies,Movies Based on Books",English,Movie,2.3,PG,7.4,27.0,35.0,2002-01-25
A.I. Artificial Intelligence,315,"Drama, Sci-Fi","Sci-Fi & Fantasy,Sci-Fi,Dramas,Movies Based on Books,Cyberpunk",English,Movie,3.5,PG-13,7.2,74.0,65.0,2001-06-29
A.X.L.,316,"Action, Adventure, Family, Sci-Fi, Thriller","Children & Family Movies,Family Sci-Fi & Fantasy,Action & Adventure,Movies for ages 8 to 10,Independent Movies,Action,Sci-Fi,Sci-Fi & Fantasy,Action Sci-Fi & Fantasy,Independent Action & Adventure,US Movies,Family Features",English,Movie,2.5,PG,5.3,70.0,29.0,2018-08-24
Abduction,323,"Action, Mystery, Thriller","Action Thrillers,Action & Adventure,Mysteries,US Movies",English,Movie,1.4,PG-13,5.1,5.0,25.0,2011-09-23
Abominable,327,"Animation, Adventure, Comedy, Family, Fantasy","Children & Family Movies,US Movies","English, Mandarin",Movie,3.5,PG,7.0,81.0,61.0,2019-09-27
About a Boy,328,"Comedy, Drama, Romance","Dramas,Dramas based on a book,Romantic Dramas,British Films,Comedies,Romantic Favourites,Romantic Films,Dramas based on contemporary literature,Romantic Comedies,Films Based on Books,British Comedies,British Dramas,Romantic British Films,European Dramas,European Comedies,European Movies,Romantic European Movies",English,Movie,4.0,PG-13,7.0,93.0,75.0,2002-05-17
About Last Night,329,"Comedy, Romance","Romantic Comedies,Comedies,Romantic Movies,Late Night Comedies",English,Movie,3.2,R,6.1,69.0,62.0,2014-02-14
About Time,330,"Comedy, Drama, Fantasy, Romance, Sci-Fi","Music & Musicals,Korean Programmes,K-dramas",English,Series,3.4,R,7.8,69.0,55.0,2013-11-08
About Time,331,"Comedy, Drama, Fantasy, Romance, Sci-Fi","International Movies,Romantic Comedies,British Films,Comedies,Romantic Films,British Comedies,Romantic Dramas,Sci-Fi & Fantasy,British Dramas,Dramas,Fantasy,Romantic British Films,Romantic Favourites",English,Movie,3.4,R,7.8,69.0,55.0,2013-11-08
Accepted,336,Comedy,"Comedies,Late Night Comedies,Teen Films,Laugh-Out-Loud Comedies",English,Movie,2.5,PG-13,6.4,38.0,47.0,2006-08-18
Ace Ventura: Pet Detective,342,Comedy,"Late Night Comedies,Slapstick Comedies,Comedies,Football Films,Sports Films,Sports Comedies,Laugh-Out-Loud Comedies",English,Movie,2.6,PG-13,6.9,49.0,37.0,1994-02-04
Ace Ventura: When Nature Calls,343,"Adventure, Comedy, Crime","Slapstick Comedies,Late Night Comedies,Comedies,Action & Adventure,Adventures,Blockbuster Action & Adventure",English,Movie,2.2,PG-13,6.4,25.0,45.0,1995-11-10
Act of Valour,346,"Action, Adventure, Thriller, War","Action Thrillers,Action & Adventure,Military Action & Adventure,US Movies","English, Russian, Spanish",Movie,2.2,R,6.5,27.0,40.0,2012-02-24
Action Point,348,Comedy,"Comedies,Late Night Comedies",English,Movie,1.7,R,5.1,15.0,36.0,2018-06-01
Acts of Vengeance,349,"Action, Crime, Drama, Thriller","Crime Action & Adventure,Action Thrillers,Action & Adventure,International Films,Crime Films,International Action & Adventure,Action Movies,Crime Action","Spanish, English",Movie,2.7,R,5.7,55.0,49.0,2017-10-27
Acts of Violence,350,"Action, Crime","Action & Adventure,Crime Movies,Crime Action & Adventure",English,Movie,1.4,R,5.3,0.0,28.0,2018-01-12
Adaptation.,354,"Comedy, Drama","Independent Films,Spoofs & Satires,Dark Comedies,Modern Classic Movies,Independent Comedies,Critically-acclaimed Comedies,Critically-acclaimed Independent Films,Academy Award-Winning Films,Critically-acclaimed Films,Golden Globe Award-winning Films,Comedies,Dramas,Films Based on Books,Showbiz Dramas","English, Latin",Movie,4.2,R,7.7,91.0,83.0,2003-02-14
